phecode	phenotype	category	num_cases	num_controls	N	K	b_ivw	se_ivw	pval_ivw	robust_hit	mdor80_nominal	mdor80_bonf	power_or1p5_nominal	power_or2_nominal	power_or2_bonf
I9_AVBLOCK	AV-block	IX Diseases of the circulatory system (I9_)	7850	375343	383193	0.0204857604392565	0.331901283814018	0.171039465255084	0.052319521004029	FALSE	1.44614483678907	1.93217905968966	0.868494504376812	0.999523549070044	0.865120733997441
K11_GULC	Gastric ulcer	XI Diseases of the digestive system (K11_)	7787	423785	431572	0.0180433392342413	-0.219500738065474	0.135102267749344	0.104226365376344	FALSE	1.44763274698914	1.93572990061712	0.866660484215676	0.999498069072637	0.86191986514684
N14_CERVICAL_HSIL	HSIL lesion of the cervix uteri	XIV Diseases of the genitourinary system (N14_)	7856	274208	282064	0.0278518350445289	-0.0856415013388743	0.145351930707098	0.555726453740083	FALSE	1.44795876244498	1.93650830709495	0.866257916680945	0.999492343438813	0.861214506919181
L12_FOLLICULARCYST	Follicular cysts of skin and subcutaneous tissue	XII Diseases of the skin and subcutaneous tissue (L12_)	7729	476404	484133	0.015964621292083	-0.225762630302582	0.134657247592653	0.0936261195823325	FALSE	1.44907099139434	1.93916494174133	0.864882632483241	0.999472416459416	0.85879741129264
C3_COLON_EXALLC	Malignant neoplasm of colon, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	7698	378749	386447	0.0199199372747104	0.157384270641122	0.136262386994226	0.248086779095197	FALSE	1.45123944296954	1.94434904237858	0.862193152350495	0.9994317747303	0.854038195600516
AB1_BACT_INTEST_OTH	Other bacterial intestinal infections	I Certain infectious and parasitic diseases (AB1_)	7671	444292	451963	0.0169726282903689	-0.0108549353741388	0.135083327513363	0.935953063734676	FALSE	1.45137752153786	1.94467935193887	0.862021541645694	0.999429104871862	0.853733092435378
I9_CARDMYO	Cardiomyopathy	IX Diseases of the circulatory system (I9_)	7649	375343	382992	0.0199716965367423	0.102273992218514	0.208332739515187	0.623485462655386	FALSE	1.45298317951673	1.94852219603042	0.860022935165287	0.999397319852392	0.850167491638078
E4_HYPERPARA	Hyperparathyroidism	IV Endocrine, nutritional and metabolic diseases (E4_)	7591	479069	486660	0.0155981588788888	-0.0346109489949522	0.20498372910185	0.865916753189846	FALSE	1.45384151965806	1.95057784245065	0.858952308373368	0.999379761652206	0.848248255224138
N14_ENDOMETRIOSIS_OVARY	Endometriosis of ovary	XIV Diseases of the genitourinary system (N14_)	7878	130160	138038	0.0570712412524088	0.0725690849347922	0.137288217999054	0.597090374985548	FALSE	1.45545863806283	1.95445328386397	0.856931177773903	0.999345581895244	0.84460805702942
G6_POLYOTHUNS	Other and unspecified polyneuropathies, also in other diseases	VI Diseases of the nervous system (G6_)	7512	491583	499095	0.0150512427493764	-0.201376075718425	0.269551820660406	0.455016836000661	FALSE	1.45654539607659	1.95705961196009	0.855570024873773	0.999321786950427	0.84214422176813
N14_SALPHOOPH	Salpingitis and oophoritis	XIV Diseases of the genitourinary system (N14_)	7538	250564	258102	0.0292055078999775	0.154240763034962	0.137686447685933	0.262614915886437	FALSE	1.45957493392941	1.9643332962058	0.851763972806299	0.999251831751951	0.835204107345281
N14_GLOMERULAR	Glomerular diseases	XIV Diseases of the genitourinary system (N14_)	7426	492922	500348	0.0148416701975425	0.0317982536413239	0.137158554716405	0.816665604551504	FALSE	1.45965275558004	1.96452029628814	0.851665988845689	0.999249962789485	0.83502447776906
O15_PREG_ECTOP	Ectopic pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	7586	199279	206865	0.0366712590336693	0.0940581321737695	0.177734892436598	0.596663488863927	FALSE	1.45995388332404	1.96524395935279	0.851286745665318	0.999242696278164	0.834328783150993
M13_HAMMERTOE	Other hammer toe(s) (acquired)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	7456	315115	322571	0.0231142911173044	0.187513013298103	0.225505959278824	0.40567918833791	FALSE	1.46086935631696	1.96744472238831	0.850132844683003	0.999220264447109	0.832207718065697
O15_DELIV_PERIN_LACER	Perineal laceration during delivery	XV Pregnancy, childbirth and the puerperium (O15_)	7500	214925	222425	0.0337192312015286	-0.0273214096585133	0.170389861427874	0.872608169184942	FALSE	1.46226472476621	1.97080122051338	0.848371400689185	0.99918507312457	0.828957567402384
M13_ADHCAPSULITIS	Adhesive capsulitis of shoulder	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	7372	357549	364921	0.0202016326821422	0.0811416260622974	0.138639313234607	0.558365236867925	FALSE	1.46318859713328	1.97302494009755	0.847203441965181	0.99916109594184	0.826794457283548
G6_MIGRAINE_NO_AURA_TRIPTAN	Migraine without aura and triptan purchases	VI Diseases of the nervous system (G6_)	7324	445232	452556	0.0161836325228259	0.10237322385694	0.141107973043601	0.468147998505962	FALSE	1.46386859453635	1.97466236827127	0.846342949048193	0.999143097664152	0.825196767788913
M13_RADICULOPATHY	Radiculopathy	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	7349	353224	360573	0.0203814484168254	-0.200912409671567	0.139092861050744	0.148612987423376	FALSE	1.46411088099902	1.97524593647012	0.846036182469241	0.999136612274926	0.824626375438131
N14_ENDOMETRIOSIS_PELVICPERITONEUM	Endometriosis of pelvic peritoneum	XIV Diseases of the genitourinary system (N14_)	7617	130160	137777	0.0552849895120376	-0.0484527726108211	0.139236505270972	0.727848442522721	FALSE	1.46423973592216	1.97555632575429	0.84587299950079	0.999133147550088	0.824322784837762
K11_DISLIVOTH	Other diseases of liver	XI Diseases of the digestive system (K11_)	7266	485213	492479	0.0147539285939096	-0.0164407114475262	0.185909247883074	0.929531683390962	FALSE	1.46568528616788	1.97903987727044	0.844040680974051	0.999093528659431	0.820905725768193
F5_SCHZPHR	Schizophrenia	V Mental and behavioural disorders (F5_)	7234	484776	492010	0.0147029531920083	0.0941135833261048	0.196648082147372	0.632231138183435	FALSE	1.46690930455174	1.9819916821295	0.842486859907403	0.999058888142286	0.817996515266993
K11_UC_STRICT2	Ulcerative colitis (strict definition, require KELA, min 2 HDR)	XI Diseases of the digestive system (K11_)	7220	492160	499380	0.0144579278305098	-0.104455739710891	0.232060355726607	0.652621640892377	FALSE	1.46738410721858	1.98313722249681	0.841883577306936	0.999045176514234	0.81686420543167
N14_VAGINITIS	Vaginitis/vulvovaginitis/vulvitis/abscess of vulva	XIV Diseases of the genitourinary system (N14_)	7279	250564	257843	0.0282303572328898	-0.0254653702697422	0.139639323017926	0.855296037548254	FALSE	1.469057253199	1.98717628603198	0.839755345055058	0.998995614048301	0.812857535589737
N14_HYPERTROPHYBREAST	Hypertrophy of breast	XIV Diseases of the genitourinary system (N14_)	7272	258508	265780	0.0273609752426819	-0.206450748615455	0.139990728912456	0.140280880249043	FALSE	1.46907643508533	1.98722261308757	0.839730925266854	0.998995034469334	0.812811453931789
F5_GAD	Generalized anxiety disorder	V Mental and behavioural disorders (F5_)	7148	444414	451562	0.0158294984963305	-0.0749279276945947	0.141298598372036	0.595917286560046	FALSE	1.4706085244138	1.99092436679836	0.837779036043088	0.998947896433721	0.809120353941701
F5_SOMATOFORM	Somatoform disorder	V Mental and behavioural disorders (F5_)	7148	444414	451562	0.0158294984963305	0.0231867126735211	0.179377571309824	0.897150298804845	FALSE	1.4706085244138	1.99092436679836	0.837779036043088	0.998947896433721	0.809120353941701
AB1_ZOSTER	Zoster [herpes zoster]	I Certain infectious and parasitic diseases (AB1_)	7132	480316	487448	0.0146313042621982	0.0312355764618949	0.140032552133582	0.823489279694071	FALSE	1.47089907173785	1.9916267138146	0.837408564554764	0.99893876682432	0.808418069106637
E4_HYPOOSMNAT	Hypo-osmolality and hyponatraemia	IV Endocrine, nutritional and metabolic diseases (E4_)	7130	420066	427196	0.0166902311819399	-0.15989972113178	0.186677767011551	0.391691023055791	FALSE	1.47157281973878	1.99325580035742	0.836549110571039	0.998917359829134	0.806786782887155
CD2_BENIGN_SIGMOID_COLON	Benign neoplasm: Sigmoid colon	II Neoplasms from hospital discharges (CD2_)	7048	493300	500348	0.0140861960075787	-0.0946078910055184	0.141256687687344	0.503011645506653	FALSE	1.47411700329291	1.99941278311372	0.833299235641803	0.998833491871518	0.80059299283354
CD2_BENIGN_OTHERDIGESTIVE	Benign neoplasm of other and ill-defined parts of digestive system	II Neoplasms from hospital discharges (CD2_)	7013	493335	500348	0.0140162446936932	0.206590732623714	0.141356351653056	0.143881331695043	FALSE	1.47552301436545	2.0028189456441	0.831500430618231	0.998785039560997	0.79714807759752
CD2_BENIGN_OVARY	Benign neoplasm of ovary	II Neoplasms from hospital discharges (CD2_)	7022	275042	282064	0.0248950592773271	0.398851784621598	0.142345533271363	0.00507873155714151	FALSE	1.4783487436328	2.00967218963181	0.827879890164102	0.9986829838504	0.79018021088124
Q17_VACTREL	Vertebral, anorectal, cardiavascular, thracheoesophagial, renal and limb anomaly	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	6938	493410	500348	0.0138663490210813	0.0397697144900388	0.163457552032163	0.8077706724536	FALSE	1.47857643079829	2.01022484784403	0.827587870442338	0.998674482803098	0.789616291204232
J10_PHARYNGITIS	Acute pharyngitis	X Diseases of the respiratory system (J10_)	6953	402652	409605	0.0169748904432319	0.207995644543722	0.240657410567539	0.387433506023429	FALSE	1.47886494547055	2.01092524685577	0.827217778328929	0.998663650241253	0.7889012059306
O15_MATERN_CARE_FETAL_ABNORM	Maternal care for known or suspected fetal abnormality and damage	XV Pregnancy, childbirth and the puerperium (O15_)	7051	221186	228237	0.0308933257973072	0.068536253918044	0.215204218918659	0.750127861336141	FALSE	1.47894125844999	2.011110522404	0.827119877123508	0.998660773669991	0.788711968593067
O15_PREG_PROLONGED	Prolonged pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	7049	221186	228235	0.0308848336144763	0.119716539640757	0.218420904269019	0.583623108532542	FALSE	1.47902082234775	2.01130369865077	0.827017800597454	0.998657769501425	0.788514627577474
F5_PANIC	Panic disorder	V Mental and behavioural disorders (F5_)	6911	444414	451325	0.0153126904115659	-0.348844805656805	0.143349994491172	0.0149528879718983	FALSE	1.48013103000429	2.01400006603558	0.825592966355641	0.998615308757365	0.785756562169197
C3_MELANOMA_EXALLC	Malignant melanoma, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	6925	378368	385293	0.0179733345791385	-0.0912173187483462	0.143354467158081	0.524576944224579	FALSE	1.48032898611676	2.01448101005359	0.825338816662509	0.998607630925725	0.785263927046509
I9_SAHANEUR	Aneurysms, operations, SAH	IX Diseases of the circulatory system (I9_)	6849	453828	460677	0.0148672497216054	0.137346241667331	0.143964502085273	0.340069203277868	FALSE	1.48262241214079	2.02005668285917	0.822392439944299	0.998516283250964	0.779538305313928
G6_MIGRAINE_WITH_AURA_TRIPTAN	Migraine with aura and triptan purchases	VI Diseases of the nervous system (G6_)	6824	445232	452056	0.0150954748969154	0.0525743926019898	0.145750816464014	0.718313090700946	FALSE	1.4837591635558	2.02282281372705	0.820930844956912	0.998469344689882	0.776688450056163
ASTHMA_ALLERG	Asthma and allergy	Asthma and related endpoints	6883	267434	274317	0.025091408844512	0.236039320148762	0.145143913991733	0.103897904637036	FALSE	1.48422550722502	2.02395807964306	0.820331027137231	0.998449764496374	0.775517135812563
CD2_BENIGN_RECTUM	Benign neoplasm: Rectum	II Neoplasms from hospital discharges (CD2_)	6798	493550	500348	0.0135865437655392	-0.136352458823003	0.143771054141604	0.34292589102565	FALSE	1.48442901667943	2.02445359039356	0.82006923398157	0.998441160280224	0.775005592155855
INFLUENZA	All influenza (not pneumonia)	Asthma and related endpoints	6799	415538	422337	0.0160985184816864	0.119515093833659	0.226905913607383	0.598390459789445	FALSE	1.48513408115945	2.02617071459507	0.819162079127754	0.998411069267849	0.773231534435359
K11_LIP_ORAL_MUCOSA	Other diseases of lip and oral mucosa	XI Diseases of the digestive system (K11_)	6831	310260	317091	0.0215427117136721	0.270885329912492	0.143786798527709	0.0595734411688313	FALSE	1.48538470265397	2.02678123607691	0.818839563183889	0.998400267394562	0.772600266395119
F5_INSOMNIA	Insomnia	V Mental and behavioural disorders (F5_)	6776	490763	497539	0.0136190328798345	-0.0682051214150488	0.143933193289381	0.635595095237215	FALSE	1.48539016788874	2.0267945504543	0.818832529827713	0.998400031220575	0.77258649667505
VOCALCORDDYS	Vocal cord dysfunction	COPD and related endpoints	6926	180057	186983	0.0370408005005803	0.00131797916291839	0.146298786478029	0.992812100314209	FALSE	1.48601837420882	2.02832523991528	0.818023980564762	0.998372706849715	0.771002646704477
RX_RHEUMA_BIOLOGICAL	Biological medication for rheuma	Drug purchase endpoints	6733	493615	500348	0.0134566341826089	-0.136078640598981	0.144532167000114	0.346442999898649	FALSE	1.48721654480559	2.03124611541184	0.816481356706041	0.998319610101582	0.76797600439564
M13_DUPUTRYEN	Palmar fascial fibromatosis [Dupuytren]	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	6766	357549	364315	0.0185718403030345	0.0155126483400187	0.216580831038684	0.942900173850953	FALSE	1.48730781468149	2.0314686870133	0.816363823714619	0.998315512293634	0.76774514853525
GOUT_STRICT	Gout, strict definition	Rheuma endpoints	6715	490619	497334	0.0135019926246748	-0.0571078028795278	0.145818693383319	0.69532742213101	FALSE	1.48802097098471	2.03320816625983	0.815445343161744	0.998283231739429	0.765939868450034
M13_THORACISPINEPAIN	Pain in thoracic spine	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	6744	353224	359968	0.0187349986665481	-0.0847947520867035	0.15852259871358	0.592714584770306	FALSE	1.48831954819218	2.03393662867657	0.815060746242163	0.998269578529384	0.765183305054256
N14_OTHFEMPELINF	Other female pelvic inflammatory diseases	XIV Diseases of the genitourinary system (N14_)	6793	250564	257357	0.0263952408522014	0.0126696791558942	0.144602039861777	0.93018063811065	FALSE	1.48849644593994	2.03436827424892	0.814832869417863	0.998261450727651	0.764734860174768
M13_CHRONDROPATHIES	Chondropathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	6678	491365	498043	0.013408480793827	0.0749702083982917	0.195242274538157	0.700989171822793	FALSE	1.48962984726719	2.03713482610042	0.813372590719207	0.998208687351244	0.761858099591719
D3_ANAEMIA_IRONDEF_BLOODLOSS	Iron deficiency anaemia secondary to blood loss (chronic)	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	6667	477015	483682	0.0137838497194438	0.305519229853495	0.182502699162792	0.0941201418199632	FALSE	1.49023257146043	2.03860670648529	0.812595876560814	0.998180140307507	0.760325865807009
WET_AMD	Wet age-related macular degeneration	VII Diseases of the eye and adnexa (H7_)	6699	331070	337769	0.019833081188623	-0.238033392816312	0.195479783143001	0.223342545996773	FALSE	1.49063833105153	2.03959785357681	0.812072927952401	0.998160729553988	0.759293434774994
KRA_PSY_ALCOH_EXMORE	Alcohol abuse, main dg (more control exclusions)	Psychiatric endpoints from Katri Räikkönen	6683	362304	368987	0.0181117491944161	0.0662272496023526	0.157296095295417	0.673729115339086	FALSE	1.4908277990645	2.04006073880764	0.811828724056418	0.998151612432439	0.75881109657311
E4_FH	Familial hypercholesterolemia	IV Endocrine, nutritional and metabolic diseases (E4_)	6545	420066	426611	0.0153418453813896	-0.16212382654777	0.176536367220116	0.358430755778574	FALSE	1.49623436023531	2.05328885939952	0.804857468565685	0.99787680118886	0.744986776045985
K11_ERUPTION	Tooth eruption problems	XI Diseases of the digestive system (K11_)	6494	493854	500348	0.0129789666392191	-0.0111440912275336	0.148862296427933	0.940324714434149	FALSE	1.49787314401727	2.05730586389257	0.802743896368039	0.997787756274444	0.740776098875759
I9_HYPOTE	Hypotension	IX Diseases of the circulatory system (I9_)	6488	492608	499096	0.0129995031016077	-0.123603513263683	0.148103627701467	0.403957316172222	FALSE	1.49815925013559	2.05800752440287	0.802374901004127	0.997771928764832	0.740040138011712
J10_ACUTELOWERNAS	Unspecified acute lower respiratory infection	X Diseases of the respiratory system (J10_)	6465	471806	478271	0.0135174409487508	0.18908259741164	0.147179788180309	0.198895419748998	FALSE	1.49939531614378	2.06104012217839	0.800780770207832	0.997702575759706	0.736857872943947
C3_LUNG_NONSMALL_EXALLC	Non-small cell lung cancer, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	6446	378749	385195	0.0167343812873999	-0.000759525491586001	0.16465910463584	0.996319599116123	FALSE	1.50128512375739	2.0656804243904	0.798343778196288	0.997593449413255	0.731984733620064
DM_RETINOPATHY_STRICT	Diabetic retinopathy, strict definition	Diabetes endpoints	6833	82271	89104	0.0766856706769618	-0.177946223722967	0.152730764340466	0.24397954988068	FALSE	1.50269209962638	2.06913814490304	0.796529749444435	0.99750973620513	0.728351166202389
N14_LUMPNASBREAST	Unspecified lump in breast	XIV Diseases of the genitourinary system (N14_)	6394	258508	264902	0.0241372281069981	0.0531811039089265	0.148745868224222	0.720695103537049	FALSE	1.50608696414316	2.07749168376161	0.79215452551196	0.997298872328243	0.719567880110498
SPONDYLOPATHY_FG	Spondylopathies (FG)	Rheuma endpoints	6317	374317	380634	0.0165959951029073	-0.332869385648886	0.17936811373473	0.0634836285649951	FALSE	1.50745139344852	2.08085322344653	0.790397034825239	0.997210515817482	0.716032650085068
F5_PHOBANX	Phobic anxiety disorders	V Mental and behavioural disorders (F5_)	6248	444414	450662	0.0138640488880802	0.0719891980640836	0.151616347073765	0.634921274871413	FALSE	1.50999810709906	2.08713394786199	0.787118548312935	0.997039931014543	0.709428379932355
O15_LABOUR_PELVIC_ABNORM	Obstructed labour due to maternal pelvic abnormality	XV Pregnancy, childbirth and the puerperium (O15_)	6313	214925	221238	0.0285348809878954	-0.111937173452052	0.180793258619389	0.5358210908128	FALSE	1.51144394531521	2.09070339018771	0.785258522571585	0.996939745355255	0.705676516429671
RHEUMA_SEROPOS_STRICT	Seropositive rheumatoid arthritis, strict definition	Rheuma endpoints	6179	488830	495009	0.0124826013264405	-0.064803924094635	0.151300063045713	0.668422580998214	FALSE	1.51302813335975	2.09461746666464	0.783221706855981	0.996827147746358	0.701564370690896
CD2_LEIOMYOMA_ENDOMETRIOSIS_EXALLC	Benign leiomyoma with endometriosis (controls excluding all cancers)	II Neoplasms from hospital discharges (CD2_)	6281	206474	212755	0.0295222203943503	-0.0747312088083765	0.254887653738573	0.769374835375537	FALSE	1.51335182570595	2.095417614285	0.782805694964372	0.996803773831234	0.700724042321526
H7_RETINALBREAK	Retinal breaks without detachment	VII Diseases of the eye and adnexa (H7_)	6157	455449	461606	0.0133382148412282	0.0455673668378187	0.1503132445996	0.761776024112406	FALSE	1.51441928314722	2.0980572562143	0.781434209236737	0.996725801669304	0.6979527133081
J10_PLEUREFFUSION	Pleural effusion	X Diseases of the respiratory system (J10_)	6136	479655	485791	0.0126309462299631	-0.0750641573853778	0.236945818515341	0.751396254266084	FALSE	1.51526861594529	2.10015855699825	0.780343451470535	0.99666277939702	0.695747631615016
ULCERNAS	Ulcerative colitis, NAS	Gastrointestinal endpoints	6080	476577	482657	0.012596937369602	0.0281263760978374	0.342430340668253	0.934537363901145	FALSE	1.51815391102436	2.10730386198608	0.776641433065719	0.996442087615949	0.688257756986801
M13_TRIGGERFINGER	Trigger finger	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	6104	357549	363653	0.0167852320756325	-0.285790245018249	0.152133099521472	0.0603054150189763	FALSE	1.51825252907542	2.10754827388158	0.776514999115118	0.996434362356081	0.688001815825732
J10_LARYNGITIS	Acute laryngitis and tracheitis	X Diseases of the respiratory system (J10_)	6038	402652	408690	0.0147740341089824	0.202607444836867	0.164800601926699	0.218918266479761	FALSE	1.52105961829364	2.11451050441592	0.77291913729052	0.996209339149423	0.680719511743207
M13_RHEUMATISM	Rheumatism, unspecified	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	6018	357549	363567	0.0165526574194028	-0.13174739373494	0.15419171928242	0.392861883344379	FALSE	1.52269725485687	2.11857688660134	0.770824160440896	0.996073428249378	0.676474466799783
N14_INFLUTH	Inflammatory disease of uterus	XIV Diseases of the genitourinary system (N14_)	6060	250564	256624	0.0236143151069269	0.00721653158105603	0.152366998364013	0.962224056571918	FALSE	1.5227778066994	2.11877699192859	0.770721169682047	0.996066653910125	0.676265742470732
E4_THYTOXGOITDIF	Thyrotoxicosis with diffuse goitre	IV Endocrine, nutritional and metabolic diseases (E4_)	5996	424208	430204	0.0139375738021962	0.153612775414481	0.152771680322111	0.31465346902595	FALSE	1.52301969048507	2.11937792491133	0.77041193821448	0.996046261189112	0.675639027081854
O15_AMNIOT_OTHER	Other disorders of amniotic fluid and membranes	XV Pregnancy, childbirth and the puerperium (O15_)	6066	221186	227252	0.026692834386496	0.0250316171440156	0.154617231471943	0.871389251031071	FALSE	1.52347262795751	2.12050339859042	0.769833022287043	0.996007870756082	0.674465680315088
Q17_CONGEN_MALFO_CIRCULATO_SYSTEM	Congenital malformations of the circulatory system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	5918	494430	500348	0.01182776787356	0.208264225159232	0.153564011119158	0.175034064580655	FALSE	1.52654351382704	2.1281409664387	0.765912766836239	0.995740496539906	0.666518465338506
L12_ALLERGICCONTACT	Allergic contact dermatitis	XII Diseases of the skin and subcutaneous tissue (L12_)	5926	432874	438800	0.0135050136736554	-0.051155462932437	0.153441716848981	0.738842227669131	FALSE	1.52665584344363	2.12842056923754	0.765769531249244	0.995730479871938	0.666228060327139
M13_LATERALEPICOND	Lateral epicondylitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	5911	357549	363460	0.0162631376217465	0.062278587617638	0.154404937775129	0.686693831909494	FALSE	1.52838179772272	2.13271872188889	0.763570219873732	0.995574449639425	0.661768948548884
M13_HALLUXRIGIDUS	Hallux rigidus	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	5903	315115	321018	0.0183883769757459	-0.175551398575938	0.156298488373289	0.26136088538753	FALSE	1.52952336941703	2.13556367927105	0.762117169176876	0.99546904249323	0.658822931622223
G6_PARKINSON	Parkinson's disease	VI Diseases of the nervous system (G6_)	5861	494487	500348	0.011713847162375	-0.347790048629413	0.155956241128079	0.0257441947080217	FALSE	1.52964165153984	2.13585855035942	0.761966688699944	0.995458019741013	0.658517845406265
L12_OTHERDISSKINANDSUBCUTIS	Other disorders of skin and subcutaneous tissue, not elsewhere classified	XII Diseases of the skin and subcutaneous tissue (L12_)	5849	465673	471522	0.012404511348357	0.102018396457172	0.154362140383622	0.508674543678234	FALSE	1.53053603522637	2.13808878135992	0.760829303352854	0.995374053863014	0.656211972969873
K11_CHOLECYST	Cholecystitis	XI Diseases of the digestive system (K11_)	5851	437418	443269	0.0131996598002567	-0.28225502076667	0.322383995634189	0.381288696538159	FALSE	1.53068705359008	2.13846546108824	0.76063733542776	0.995359768059626	0.655822803973731
N14_FEMALE_GENITAL_LSIL	LSIL lesion of the cervix uteri, vagina or vulva	XIV Diseases of the genitourinary system (N14_)	5877	276187	282064	0.0208356968631233	-0.215946996158817	0.242805551882482	0.373797574626189	FALSE	1.53177476923999	2.1411793737474	0.759255388482312	0.995255947661187	0.653021415033897
G6_ULLNLE	Lesion of ulnar nerve	VI Diseases of the nervous system (G6_)	5826	435371	441197	0.0132049855280068	-0.0936956598154723	0.155273780821023	0.546227800044295	FALSE	1.53208608507808	2.14195640323636	0.758860092656131	0.995225932652827	0.652220164738969
H8_HL_PRESBY	Presbycusis	VIII Diseases of the ear and mastoid process (H8_)	5817	437331	443148	0.0131265401175228	0.143858390531738	0.159859845050914	0.368171752330065	FALSE	1.53256561373658	2.14315352654871	0.758251412303302	0.995179436911171	0.650986459280823
J10_CHRONLARYNGITIS	Chronic laryngitis and laryngotracheitis	X Diseases of the respiratory system (J10_)	5825	371520	377345	0.0154368018656667	-0.0861475805476009	0.1547686931706	0.577786068093542	FALSE	1.53288287184817	2.14394570993497	0.757848844748973	0.995148499546885	0.650170562874478
L12_ATROPHICSKIN	Atrophic disorders of skin	XII Diseases of the skin and subcutaneous tissue (L12_)	5786	465673	471459	0.0122725411965834	-0.195950166873959	0.155693436286338	0.208187826967932	FALSE	1.5340331318614	2.14681895239605	0.756390218213065	0.995035154508012	0.647214687358111
ILD_ENDPOINTS	Interstitial lung disease endpoints	Interstitial lung disease endpoints	5765	494583	500348	0.0115219807014318	0.0457043255839308	0.156352315415254	0.770044820464198	FALSE	1.53497817368659	2.1491808455538	0.755192940226262	0.994940642562086	0.644788924674532
J10_EXTERLUNG	Lung diseases due to external agents	X Diseases of the respiratory system (J10_)	5753	494595	500348	0.0114979973938139	0.209916650775215	0.262062037264591	0.423120691201358	FALSE	1.53565598158945	2.1508755586011	0.754334853462371	0.994872080029487	0.643050700287194
C3_MELANOMA_SKIN_EXALLC	Malignant melanoma of skin, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	5753	378749	384502	0.0149622108597615	-0.068657155080681	0.156746225425389	0.661375608038365	FALSE	1.53681372528692	2.15377160699718	0.752870423545183	0.994753461887334	0.640084891984024
M13_MUSCULOSKELEOTH	Other disorders of the musculoskeletal system and connective tissue	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	5732	494616	500348	0.0114560266054826	-0.0543538525313937	0.190782038397072	0.77572055602545	FALSE	1.5368480093078	2.15385739320235	0.752827081886204	0.994749920148062	0.639997129256168
H7_EYEOTH	Other disorders of eye and adnexa	VII Diseases of the eye and adnexa (H7_)	5665	494683	500348	0.011322119804616	-0.122692916371769	0.156635037102893	0.433448370226772	FALSE	1.54070184957154	2.16351013347097	0.747964238772887	0.994341004563574	0.630156448254774
N14_BENIGNMAMDYSP	Benign mammary dysplasia	XIV Diseases of the genitourinary system (N14_)	5681	258508	264189	0.0215035448107226	0.00559898469578846	0.158101769722597	0.971749779579462	FALSE	1.54321627189412	2.16981825803817	0.744801663848273	0.994062527479449	0.623764279367983
M13_TROCHANTERICBURSITIS	Trochanteric bursitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	5646	357549	363195	0.0155453681906414	-0.0186379419441487	0.1591335989654	0.9067638913028	FALSE	1.54325286218007	2.16991011453893	0.744755702968274	0.994058406078972	0.623671436021984
CIRRHOSIS_BROAD	Cirrhosis, broad definition used in the article https://doi.org/10.1101/594523	Gastrointestinal endpoints	5545	494803	500348	0.011082286728437	-0.173806111540322	0.158632481038657	0.273230774727808	FALSE	1.54780392208643	2.18134846131585	0.739053393788711	0.993530159848992	0.612165856713389
MUCOPROCT	Mucosal proctocolitis	Gastrointestinal endpoints	5538	476577	482115	0.0114868859089636	-0.059163616653326	0.312092289792536	0.84964539112182	FALSE	1.5483696530772	2.18277218231924	0.738346580544909	0.993462307351629	0.61074173566308
M13_BURSOPATHY	Other bursopathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	5544	357549	363093	0.0152688154274525	-0.156679286779519	0.159048190137274	0.324572128808952	FALSE	1.5493015092659	2.18511818641568	0.737183342509046	0.99334947671559	0.608399052905861
F5_PSYCHDEV	Disorders of psychological development	V Mental and behavioural disorders (F5_)	5519	494829	500348	0.0110303228952649	-0.387812618682508	0.241133312067379	0.107771385425871	FALSE	1.54937768790053	2.18531001973539	0.737088304242738	0.993340194073089	0.608207712130163
N14_ENDOMETRIOSIS_UTERUS	Adenomyosis (Endometriosis of uterus)	XIV Diseases of the genitourinary system (N14_)	5673	130160	135833	0.0417645196675329	-0.107272441340404	0.160368385562551	0.503551201942033	FALSE	1.55075301700609	2.18877465273123	0.735373946051191	0.993171070130506	0.604757795495454
F5_EMOPER	Emotionally unstable personality disorder	V Mental and behavioural disorders (F5_)	5464	486464	491928	0.0111073165178644	0.0819797633096846	0.370275159292987	0.824779219788436	FALSE	1.55281383465557	2.19397063950742	0.732810387485156	0.99291217449191	0.599604918581815
