scenario	pph4_full	pph4_trunc	n_kept
shared	0.985071023845085	0.985071025912444	19
shared	0.992749030810688	0.992779321670406	10
shared	0.991345963181624	0.993075112169878	8
shared	0.995105923345087	0.995107178091991	20
shared	0.992647371853536	0.992656546488669	10
shared	0.995440017282294	0.995440276077593	10
shared	0.996965586359659	0.996965697408043	23
shared	0.991454843234522	0.991459258190503	11
shared	0.998210643756563	0.998210784628759	16
shared	0.986223277215276	0.986270549532572	32
shared	0.98566714571761	0.985795690592485	9
shared	0.99582217521274	0.995822349379738	11
shared	0.993742162576296	0.9954617682076	16
shared	0.992928046895377	0.992928311262626	14
shared	0.981680492385884	0.981785058494421	8
shared	0.994850171616624	0.994850185058758	25
